BLG	Merian	matches	total_BLG	total_Merian	prop_BLG	prop_Merian
C2	M17	1	6	27	16.6666666666667	3.7037037037037
C2	M18	1	6	20	16.6666666666667	5
C2	M19	0	6	25	0	0
C2	M2	0	6	47	0	0
C2	M20	0	6	22	0	0
C2	M21	0	6	25	0	0
C2	M22	0	6	31	0	0
C2	M23	0	6	23	0	0
C2	M24	0	6	12	0	0
C2	M25	2	6	9	33.3333333333333	22.2222222222222
C2	M26	0	6	2	0	0
C2	M27	0	6	8	0	0
C2	M28	0	6	10	0	0
C2	M29	0	6	13	0	0
C2	M3	0	6	57	0	0
C2	M30	0	6	5	0	0
C2	M31	0	6	4	0	0
C2	M4	0	6	40	0	0
C2	M5	0	6	46	0	0
C2	M6	0	6	36	0	0
C2	M7	0	6	46	0	0
C2	M8	0	6	38	0	0
C2	M9	0	6	43	0	0
C2	MZ	0	6	38	0	0
D	M1	18	61	65	29.5081967213115	27.6923076923077
D	M10	6	61	38	9.83606557377049	15.7894736842105
D	M11	0	61	35	0	0
D	M12	0	61	30	0	0
D	M13	0	61	32	0	0
D	M14	0	61	23	0	0
D	M15	0	61	33	0	0
D	M16	0	61	33	0	0
D	M17	0	61	27	0	0
D	M18	0	61	20	0	0
D	M19	10	61	25	16.3934426229508	40
D	M2	3	61	47	4.91803278688525	6.38297872340426
D	M20	1	61	22	1.63934426229508	4.54545454545455
D	M21	1	61	25	1.63934426229508	4
