parent	node	event	mutliplicity	cluster	ref_chr_Mcinx
n148	n172	fusion	1	M24, M3,M11	HG992232.1, HG992214.1,HG992227.1
n148	n172	fusion	1	M27, M16,M5	HG992237.1, HG992221.1,HG992217.1
n148	n172	fusion	1	M29, M8,M7,M5,M25,M28,M26,M27	HG992239.1, HG992213.1,HG992219.1,HG992217.1,HG992238.1,HG992235.1,HG992231.1,HG992237.1
n148	n172	fusion	1	M21,M17,M20,M18, M12,M17,M20,M9,M1,M7	HG992225.1,HG992211.1,HG992220.1, HG992216.1,HG992211.1,HG992215.1,HG992212.1,HG992219.1
n148	n172	fusion	1	M26,M3,M11, M12,M1,M17,M20,M21,M18,M9,M7	HG992231.1,HG992214.1,HG992227.1, HG992216.1,HG992212.1,HG992211.1,HG992225.1,HG992220.1,HG992215.1,HG992219.1
n148	n172	fusion	1	M21,M4,M10, M13,M23	HG992225.1,HG992223.1,HG992226.1, HG992230.1,HG992228.1
n148	n172	fusion	1	M3,M7, M1,M6,M17,M20,M9,M18,M4,M23	HG992214.1,HG992219.1, HG992212.1,HG992218.1,HG992211.1,HG992215.1,HG992220.1,HG992223.1,HG992228.1
n148	n172	fusion	1	M8,M29,M7,M5,M25,M28,M26,M27, M26,M12,M1,M3,M17,M20,M21,M18,M9,M7,M11	HG992213.1,HG992239.1,HG992219.1,HG992217.1,HG992238.1,HG992235.1,HG992231.1,HG992237.1, HG992231.1,HG992216.1,HG992212.1,HG992214.1,HG992211.1,HG992225.1,HG992220.1,HG992215.1,HG992219.1,HG992227.1
n148	n172	fusion	1	M13,M21,M23,M4,M10, M8,M26,M12,M29,M7,M1,M3,M17,M20,M25,M5,M21,M28,M18,M9,M11,M27	HG992230.1,HG992225.1,HG992228.1,HG992223.1,HG992226.1, HG992213.1,HG992231.1,HG992216.1,HG992239.1,HG992219.1,HG992212.1,HG992214.1,HG992211.1,HG992238.1,HG992217.1,HG992225.1,HG992235.1,HG992220.1,HG992215.1,HG992227.1,HG992237.1
n148	n172	fission	3	M1,M6,M17,M20,M9,M7,M18,M4,M3,M23	HG992212.1,HG992218.1,HG992211.1,HG992215.1,HG992219.1,HG992220.1,HG992223.1,HG992214.1,HG992228.1
n148	n172	fission	6	M26,M21,M1,M12,M8,M25,M29,M10,M23,M3,M13,M9,M17,M20,M5,M7,M28,M4,M18,M27,M11	HG992231.1,HG992225.1,HG992212.1,HG992216.1,HG992213.1,HG992238.1,HG992239.1,HG992226.1,HG992228.1,HG992214.1,HG992230.1,HG992215.1,HG992211.1,HG992217.1,HG992219.1,HG992235.1,HG992223.1,HG992220.1,HG992237.1,HG992227.1
n127	Anthocharis_cardamines	fusion	1	M6, M29	HG992218.1, HG992239.1
n127	n148	fusion	1	M1, M12	HG992212.1, HG992216.1
n127	n148	fusion	1	M24, M15	HG992232.1, HG992224.1
n127	n148	fusion	1	M2, M5	HG992210.1, HG992217.1
n127	n148	fusion	1	M17,M20, M9	HG992211.1, HG992215.1
n127	n148	fusion	1	M4, M18	HG992223.1, HG992220.1
n127	n148	fusion	1	M7, M26	HG992219.1, HG992231.1
n127	n148	fusion	1	M11, M10	HG992227.1, HG992226.1
n127	n148	fusion	1	M21, M10,M11	HG992225.1, HG992226.1,HG992227.1
n127	n148	fusion	1	M14, M10,M11,M21	HG992229.1, HG992226.1,HG992227.1,HG992225.1
n127	n148	fusion	1	M23, M17,M20,M9	HG992228.1, HG992211.1,HG992215.1
n127	n148	fusion	1	M27, M2,M5	HG992237.1, HG992210.1,HG992217.1
n127	n148	fusion	1	M25, M28	HG992238.1, HG992235.1
n127	n148	fusion	1	M12,M1, M18,M4	HG992216.1,HG992212.1, HG992220.1,HG992223.1
n127	n148	fusion	1	M7,M26, M10,M11,M21,M14	HG992219.1,HG992231.1, HG992226.1,HG992227.1,HG992225.1,HG992229.1
n127	n148	fusion	1	M17,M20,M9,M23, M12,M1,M18,M4	HG992211.1,HG992215.1,HG992228.1, HG992216.1,HG992212.1,HG992220.1,HG992223.1
n127	n148	fusion	1	M27,M2,M5, M10,M11,M26,M21,M14,M7	HG992237.1,HG992210.1,HG992217.1, HG992226.1,HG992227.1,HG992231.1,HG992225.1,HG992229.1,HG992219.1
n127	n148	fusion	1	M25,M28, M2,M26,M21,M7,M5,M27,M11,M14,M10	HG992238.1,HG992235.1, HG992210.1,HG992231.1,HG992225.1,HG992219.1,HG992217.1,HG992237.1,HG992227.1,HG992229.1,HG992226.1
n127	n148	fusion	1	M1,M17,M20,M9,M18,M4,M12,M23, M2,M26,M21,M7,M5,M27,M25,M11,M14,M10,M28	HG992212.1,HG992211.1,HG992215.1,HG992220.1,HG992223.1,HG992216.1,HG992228.1, HG992210.1,HG992231.1,HG992225.1,HG992219.1,HG992217.1,HG992237.1,HG992238.1,HG992227.1,HG992229.1,HG992226.1,HG992235.1
n127	n148	fission	2	M3	HG992214.1
n127	n148	fission	1	M16	HG992221.1
n127	n148	fission	2	M8	HG992213.1
n127	n148	fission	1	M6	HG992218.1
n127	n148	fission	1	M13	HG992230.1
n127	n148	fission	1	M19	HG992233.1
n127	n148	fission	2	M24,M15	HG992232.1,HG992224.1
n127	n148	fission	28	M2,M1,M26,M21,M7,M17,M20,M5,M9,M18,M27,M4,M12,M25,M11,M14,M10,M23,M28	HG992210.1,HG992212.1,HG992231.1,HG992225.1,HG992219.1,HG992211.1,HG992217.1,HG992215.1,HG992220.1,HG992237.1,HG992223.1,HG992216.1,HG992238.1,HG992227.1,HG992229.1,HG992226.1,HG992228.1,HG992235.1
n95	Leptidea_sinapis	fusion	1	M1, M24	HG992212.1, HG992232.1
n95	Leptidea_sinapis	fusion	1	M2, M3	HG992210.1, HG992214.1
n95	Leptidea_sinapis	fusion	1	M17,M20, M5	HG992211.1, HG992217.1
n95	Leptidea_sinapis	fusion	1	M16, M8	HG992221.1, HG992213.1
n95	Leptidea_sinapis	fusion	1	M9, M12	HG992215.1, HG992216.1
n95	Leptidea_sinapis	fusion	1	M4, M6	HG992223.1, HG992218.1
n95	Leptidea_sinapis	fusion	1	M7, M18	HG992219.1, HG992220.1
n95	Leptidea_sinapis	fusion	1	M11, M15	HG992227.1, HG992224.1
n95	Leptidea_sinapis	fusion	1	M21, M22	HG992225.1, HG992222.1
n95	Leptidea_sinapis	fusion	1	M10, M14	HG992226.1, HG992229.1
n95	Leptidea_sinapis	fusion	1	M13, M27	HG992230.1, HG992237.1
n95	Leptidea_sinapis	fusion	1	M23, M19	HG992228.1, HG992233.1
n95	Leptidea_sinapis	fusion	1	M28, M29	HG992235.1, HG992239.1
n95	Leptidea_sinapis	fusion	1	M26, M25	HG992231.1, HG992238.1
n95	Leptidea_sinapis	fusion	1	MZ, M7,M18	HG992209.1, HG992219.1,HG992220.1
n95	Leptidea_sinapis	fusion	1	M31, M13,M27	HG992234.1, HG992230.1,HG992237.1
n95	Leptidea_sinapis	fusion	1	M24,M1, M2,M3	HG992232.1,HG992212.1, HG992210.1,HG992214.1
n95	Leptidea_sinapis	fusion	1	M17,M20,M5, M6,M4	HG992211.1,HG992217.1, HG992218.1,HG992223.1
n95	Leptidea_sinapis	fusion	1	M16,M8, M12,M9	HG992221.1,HG992213.1, HG992216.1,HG992215.1
n95	Leptidea_sinapis	fusion	1	M11,M15, M21,M22	HG992227.1,HG992224.1, HG992225.1,HG992222.1
n95	Leptidea_sinapis	fusion	1	M10,M14, M19,M23	HG992226.1,HG992229.1, HG992233.1,HG992228.1
n95	Leptidea_sinapis	fusion	1	M29,M28, M24,M1,M2,M3	HG992239.1,HG992235.1, HG992232.1,HG992212.1,HG992210.1,HG992214.1
n95	Leptidea_sinapis	fusion	1	M26,M25, M6,M17,M20,M5,M4	HG992231.1,HG992238.1, HG992218.1,HG992211.1,HG992217.1,HG992223.1
n95	Leptidea_sinapis	fusion	1	MZ,M7,M18, M13,M27,M31	HG992209.1,HG992219.1,HG992220.1, HG992230.1,HG992237.1,HG992234.1
n95	Leptidea_sinapis	fusion	1	M16,M12,M8,M9, M11,M21,M15,M22	HG992221.1,HG992216.1,HG992213.1,HG992215.1, HG992227.1,HG992225.1,HG992224.1,HG992222.1
n95	Leptidea_sinapis	fusion	1	M10,M14,M23,M19, M24,M1,M2,M3,M29,M28	HG992226.1,HG992229.1,HG992228.1,HG992233.1, HG992232.1,HG992212.1,HG992210.1,HG992214.1,HG992239.1,HG992235.1
n95	Leptidea_sinapis	fusion	1	M6,M17,M20,M25,M26,M5,M4, M27,MZ,M13,M7,M18,M31	HG992218.1,HG992211.1,HG992238.1,HG992231.1,HG992217.1,HG992223.1, HG992237.1,HG992209.1,HG992230.1,HG992219.1,HG992220.1,HG992234.1
n95	Leptidea_sinapis	fusion	1	M16,M8,M9,M22,M12,M21,M11,M15, M1,M2,M29,M14,M10,M23,M19,M24,M3,M28	HG992221.1,HG992213.1,HG992215.1,HG992222.1,HG992216.1,HG992225.1,HG992227.1,HG992224.1, HG992212.1,HG992210.1,HG992239.1,HG992229.1,HG992226.1,HG992228.1,HG992233.1,HG992232.1,HG992214.1,HG992235.1
n95	Leptidea_sinapis	fusion	1	M6,MZ,M26,M17,M20,M5,M18,M27,M4,M25,M13,M7,M31, M16,M1,M8,M9,M22,M2,M12,M21,M11,M15,M14,M29,M10,M23,M24,M19,M3,M28	HG992218.1,HG992209.1,HG992231.1,HG992211.1,HG992217.1,HG992220.1,HG992237.1,HG992223.1,HG992238.1,HG992230.1,HG992219.1,HG992234.1, HG992221.1,HG992212.1,HG992213.1,HG992215.1,HG992222.1,HG992210.1,HG992216.1,HG992225.1,HG992227.1,HG992224.1,HG992229.1,HG992239.1,HG992226.1,HG992228.1,HG992232.1,HG992233.1,HG992214.1,HG992235.1
n95	Leptidea_sinapis	fission	46	MZ,M8,M6,M5,M9,M22,M18,M25,M11,M14,M12,M10,M26,M21,M2,M24,M3,M4,M19,M1,M17,M20,M15,M7,M13,M28,M27,M16,M29,M23,M31	HG992209.1,HG992213.1,HG992218.1,HG992217.1,HG992215.1,HG992222.1,HG992220.1,HG992238.1,HG992227.1,HG992229.1,HG992216.1,HG992226.1,HG992231.1,HG992225.1,HG992210.1,HG992232.1,HG992214.1,HG992223.1,HG992233.1,HG992212.1,HG992211.1,HG992224.1,HG992219.1,HG992230.1,HG992235.1,HG992237.1,HG992221.1,HG992239.1,HG992228.1,HG992234.1
